bookID title authors average_rating isbn isbn13 language_code  num_pages ratings_count text_reviews_count publication_date publisher
159,Dinner with Anna Karenina,Gloria Goldreich,2.99,0778322270,9780778322276,eng,360,411,65,1/28/2006,Mira Books
7512,The Beach House (Beach House #1),Mary Alice Monroe,4.20,0778322947,9780778322948,eng,491,10716,1029,4/25/2006,Mira Books
24248,Black Ice (Ice  #1),Anne Stuart,3.71,0778321711,9780778321712,eng,377,8284,628,4/26/2005,Mira Books
30039,The Prize (deWarenne Dynasty  #4),Brenda Joyce,3.98,0778320898,9780778320890,eng,575,1604,66,9/24/2004,Mira Books
30352,Led Astray (Hellraisers  #1),Erin St. Claire/Sandra Brown,3.76,0778321584,9780778321583,eng,240,2647,143,2/22/2005,Mira Books
30354,A Secret Splendor,Erin St. Claire/Sandra Brown,3.66,077832284X,9780778322849,eng,280,1328,32,2/28/2006,Mira Books
30358,Two Alone,Erin St. Claire/Sandra Brown,3.70,0778324311,9780778324317,eng,282,2155,142,2/27/2007,Mira Books
30390,Above and Beyond,Erin St. Claire/Sandra Brown,3.73,077832026X,9780778320265,eng,240,2149,87,2/23/2004,Mira Books
33672,Thriller: Stories To Keep You Up All Night,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,3.50,0778322998,9780778322993,eng,568,2427,208,5/30/2006,Mira Books
36567,Cold As Ice (Ice  #2),Anne Stuart,3.81,0778323560,9780778323563,eng,360,3328,246,10/24/2006,Mira Books
36569,Ice Blue (Ice  #3),Anne Stuart,3.94,0778324788,9780778324782,eng,378,3215,197,3/27/2007,Mira Books
