bookID title authors average_rating isbn isbn13 language_code  num_pages ratings_count text_reviews_count publication_date publisher
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,0486437965,9780486437965,eng,752,474,72,11/23/2004,Dover Publications
658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,0486451380,9780486451381,eng,352,2403,210,9/8/2006,Dover Publications
1486,The Trojan Women and Hippolytus,Euripides,3.63,0486424626,9780486424620,eng,64,34,4,7/17/2002,Dover Publications
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,0486292428,9780486292427,eng,151,89,8,9/24/1996,Dover Publications
1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,0486440915,9780486440910,eng,476,1146,166,5/5/2005,Dover Publications
2314,The House of Mirth,Edith Wharton,3.95,0486420493,9780486420493,eng,272,749,62,8/6/2002,Dover Publications
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,0486287599,9780486287591,eng,64,13562,141,2/2/1996,Dover Publications
2942,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,0486404889,9780486404882,eng,733,577,36,1/26/1999,Dover Publications
2958,Adventures of Huckleberry Finn,Mark Twain/E.W. Kemble,3.82,0486443221,9780486443225,eng,368,144,17,5/6/2005,Dover Publications
2965,The Wit and Wisdom of Mark Twain,Mark Twain,4.20,0486406644,9780486406640,eng,64,970,53,12/23/1998,Dover Publications
3102,Howards End,E.M. Forster,3.96,0486424545,9780486424545,eng,246,54765,1437,10/29/2002,Dover Publications
3231,Gorgias/Timaeus,Plato/Benjamin Jowett,3.74,0486427595,9780486427591,eng,256,34,5,7/15/2003,Dover Publications
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,0486451100,9780486451107,eng,144,213,32,6/16/2006,Dover Publications
5296,An Ideal Husband,Oscar Wilde,4.04,048641423X,9780486414232,eng,78,32946,895,2/5/2001,Dover Publications
5891,The Woman in White,Wilkie Collins,4.00,0486440966,9780486440965,eng,504,136,28,4/15/2005,Dover Publications
5918,Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,3.86,0486402185,9780486402185,eng,64,44,10,6/19/2013,Dover Publications
7714,Pygmalion,George Bernard Shaw,3.90,0486282228,9780486282220,eng,82,76944,1636,10/20/1994,Dover Publications
7724,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,4.03,0486290301,9780486290300,eng,88,2474,126,4/12/1996,Dover Publications
8801,The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,0486428400,9780486428406,eng,260,1253,54,4/23/2003,Dover Publications
8804,The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,0486437450,9780486437453,eng,275,478,30,9/10/2004,Dover Publications
8808,The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,0486280233,9780486280233,eng,96,275,19,5/20/1994,Dover Publications
8917,Best Science Fiction Stories of H. G. Wells,H.G. Wells,3.84,0486215318,9780486215310,eng,320,60,4,11/24/2011,Dover Publications
9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,0486218430,9780486218434,eng,176,393,27,6/1/1982,Dover Publications
9143,Ballet Class,John         Green/Caroline Denzler,3.77,0486296385,9780486296388,en-US,48,13,0,7/2/1997,Dover Publications
9442,Selections from Don Quixote - Selecciones de Don Quijote de la Mancha,Miguel de Cervantes Saavedra/Stanley Appelbaum,3.34,0486406660,9780486406664,mul,288,26,0,12/23/1998,Dover Publications
9784,Women in Love,D.H. Lawrence,3.67,0486424588,9780486424583,eng,416,25059,702,1/15/2003,Dover Publications
11372,Babbitt,Sinclair Lewis,3.66,0486431673,9780486431673,en-US,320,249,29,9/22/2003,Dover Publications
12114,The Oil Jar and Other Stories,Luigi Pirandello/Stanley Appelbaum,3.85,048628459X,9780486284590,eng,96,214,18,4/3/1995,Dover Publications
12204,The Road Not Taken and Other Poems,Robert Frost,4.28,0486275507,9780486275505,eng,49,33928,251,4/19/1993,Dover Publications
12922,The Castle of Otranto,Horace Walpole/E.F. Bleiler/Walter Scott,3.18,0486434125,9780486434124,eng,106,237,39,3/19/2004,Dover Publications
13624,The Worm Ouroboros,E.R. Eddison/Keith   Henderson,3.71,0486447405,9780486447407,eng,446,2956,239,4/28/2006,Dover Publications
