bookID title authors average_rating isbn isbn13 language_code  num_pages ratings_count text_reviews_count publication_date publisher
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,0765306476,9780765306470,en-US,592,784,21,7/1/2004,Tor Books
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.60,0765313405,9780765313409,eng,331,9852,633,3/7/2006,Tor Books
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,0765314932,9780765314932,eng,256,6898,200,8/8/2006,Tor Books
2010,The Santaroga Barrier,Frank Herbert,3.66,0765342510,9780765342515,eng,256,1625,85,9/16/2002,Tor Books
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,0765342537,9780765342539,eng,320,6146,150,9/16/2002,Tor Books
2015,The Eyes of Heisenberg,Frank Herbert,3.43,0765342529,9780765342522,eng,192,1485,76,9/16/2002,Tor Books
7955,Empire (Empire  #1),Orson Scott Card,3.43,0765316110,9780765316110,en-US,352,8577,756,11/28/2006,Tor Books
7967,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,0812550757,9780812550757,eng,382,190379,6637,8/15/1994,Tor Books
7971,The Call of Earth (Homecoming  #2),Orson Scott Card,3.58,0812532619,9780812532616,eng,352,10268,164,1/15/1994,Tor Books
8648,Xenocide (Ender's Saga  #3),Orson Scott Card/Piotr W. Cholewa,3.79,0312861877,9780312861872,eng,592,119937,3139,7/15/1996,Tor Books
9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,0812565959,9780812565959,eng,451,65344,1419,12/9/2001,Tor Books
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,0765344955,9780765344953,en-US,1296,1795,60,9/16/2002,Tor Books
9739,Speaker for the Dead (Ender's Saga  #2),Orson Scott Card,4.07,0812532570,9780812532579,eng,432,317,31,2/15/1987,Tor Books
13890,A Crown of Swords (The Wheel of Time  #7),Robert Jordan,4.04,0812550285,9780812550283,eng,880,106712,1604,11/15/1997,Tor Books
13922,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,4.01,0765345900,9780765345905,eng,544,5653,225,8/1/2004,Tor Books
13924,The Dark Mirror (The Bridei Chronicles  #1),Juliet Marillier,3.97,076530998X,9780765309983,en-US,512,63,8,6/13/2006,Tor Books
13925,Child of the Prophecy (Sevenwaters  #3),Juliet Marillier,4.12,0765345013,9780765345011,eng,596,17071,708,6/16/2003,Tor Books
13927,Son of the Shadows (Sevenwaters  #2),Juliet Marillier,4.33,0765343266,9780765343260,eng,608,24253,1070,6/17/2002,Tor Books
13930,Foxmask (Saga of the Light Isles  #2),Juliet Marillier,4.10,0330411845,9780330411844,eng,670,104,9,3/18/2005,Tor Books
15420,Stork Naked (Xanth  #30),Piers Anthony,3.88,0765304090,9780765304094,en-US,304,1833,31,10/31/2006,Tor Books
15425,Pet Peeve (Xanth #29),Piers Anthony,3.86,0765343118,9780765343116,en-US,384,2273,35,10/1/2006,Tor Books
15430,Roc and a Hard Place (Xanth #19),Piers Anthony,3.75,0812534867,9780812534863,en-US,344,5832,36,10/15/1996,Tor Books
15452,The Dastard (Xanth #24),Piers Anthony,3.81,0812574737,9780812574739,eng,384,3009,28,10/14/2001,Tor Books
15466,Harpy Thyme (Xanth #17),Piers Anthony,3.72,0812534840,9780812534849,en-US,352,6460,63,2/15/1995,Tor Books
15518,Anthonology,Piers Anthony,3.66,0812531140,9780812531145,eng,384,710,18,4/15/1986,Tor Books
15544,Shame of Man (Geodyssey  #2),Piers Anthony,3.84,0312858116,9780312858117,eng,380,18,0,10/1/1994,Tor Books
16478,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,0812552849,9780812552843,en-US,252,1784,8,3/15/1990,Tor Books
16503,The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.70,0812566807,9780812566802,eng,352,150,1,4/15/2002,Tor Books
16514,Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,0812553292,9780812553291,en-US,282,254,8,9/28/1987,Tor Books
16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.90,0312875576,9780312875572,en-US,342,788,45,5/17/2002,Tor Books
20249,Hunters of Dune (Dune Chronicles  #7),Brian Herbert/Kevin J. Anderson,3.65,0765312921,9780765312921,eng,524,10798,274,8/22/2006,Tor Books
22557,Wasteland of Flint,Thomas Harlan,3.79,0765341131,9780765341136,eng,512,291,38,2/1/2004,Tor Books
22580,Voices From the Street,Philip K. Dick,3.29,0765316927,9780765316929,en-US,301,698,104,1/23/2007,Tor Books
22947,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,0812551230,9780812551235,eng,341,29,1,7/1/1998,Tor Books
23793,The Dark Descent,David G. Hartwell/Clive Barker/Ray Bradbury/John Collier/Shirley Jackson/Stephen King/Joyce Carol Oates,4.25,0312862172,9780312862176,eng,1011,1991,65,1/15/1997,Tor Books
23796,The Medusa in the Shield,David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu,3.88,0812509668,9780812509663,eng,498,49,6,11/15/1991,Tor Books
23797,A Fabulous  Formless Darkness,David G. Hartwell/Fritz Leiber/Fitz-James O'Brien/Shirley Jackson/Ambrose Bierce/Edith Wharton/Algernon Blackwood/Thomas M. Disch/Robert Aickman/Philip K. Dick/Gene Wolfe/Charles Dickens/Stephen King/Joyce Carol Oates/Walter de la Mare/Ivan Turgenev/Robert W. Chambers/Oliver Onions,4.18,0812509676,9780812509670,eng,608,31,5,1/15/1992,Tor Books
24441,The Ships of Earth (Homecoming Saga #3),Orson Scott Card,3.54,0812532635,9780812532630,eng,351,9326,125,1/15/1995,Tor Books
27932,A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.90,081257236X,9780812572360,eng,352,809,63,9/17/2001,Tor Books
29587,Down and Out in the Magic Kingdom,Cory Doctorow,3.56,076530953X,9780765309532,eng,208,10810,1068,12/5/2003,Tor Books
29588,Someone Comes to Town  Someone Leaves Town,Cory Doctorow,3.51,0765312808,9780765312808,en-US,315,2956,321,5/30/2006,Tor Books
29589,Eastern Standard Tribe,Cory Doctorow,3.48,0765310457,9780765310453,en-US,223,3213,213,4/1/2005,Tor Books
31360,Children of the Mind (Ender's Saga  #4),Orson Scott Card,3.76,0765304740,9780765304742,eng,370,84877,1989,8/24/2002,Tor Books
32461,Ghosts and Grisly Things,Ramsey Campbell/Jack Dann/Dennis Etchison,3.73,0312867573,9780312867577,en-US,300,202,14,10/11/2001,Tor Books
32686,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92,0765300354,9780765300355,en-US,717,339,25,9/8/2001,Tor Books
33544,Nightmare At 20 000 Feet,Richard Matheson/Stephen King,4.09,0312878273,9780312878276,eng,336,6502,272,1/5/2002,Tor Books
33546,Earthbound,Logan Swanson/Richard Matheson,3.25,0765311712,9780765311719,eng,223,527,60,4/16/2005,Tor Books
33554,Duel,Richard Matheson/Ray Bradbury,4.04,0312878265,9780312878269,eng,400,1824,71,1/4/2003,Tor Books
33555,What Dreams May Come,Richard Matheson,3.95,0765308703,9780765308702,eng,288,9298,830,1/1/2004,Tor Books
33574,Hawkes Harbor,S.E. Hinton,3.13,0765344726,9780765344724,en-US,289,2157,288,10/1/2005,Tor Books
34897,The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,4.25,0765305119,9780765305114,eng,624,183950,2671,9/14/2002,Tor Books
35231,Lord of Chaos (The Wheel of Time  #6),Robert Jordan,4.13,0812513754,9780812513752,eng,1011,109234,1962,11/15/1995,Tor Books
39030,Reliquary (Pendergast  #2),Douglas Preston/Lincoln Child,4.01,0765354950,9780765354952,eng,464,32325,1044,8/1/2005,Tor Books
40220,Godslayer (The Sundering  #2),Jacqueline Carey,3.70,076535098X,9780765350985,en-US,404,2868,127,6/27/2006,Tor Books
40271,Alvin Journeyman (Tales of Alvin Maker  #4),Orson Scott Card,3.73,0312850530,9780312850531,en-US,381,13694,231,12/1/2005,Tor Books
40284,Earthborn (Homecoming Saga #5),Orson Scott Card,3.41,0312930402,9780312930400,eng,378,64,2,5/1/1995,Tor Books
40293,Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97,0812508645,9780812508642,en-US,402,12940,894,3/1/2016,Tor Books
40304,The Worthing Saga (Worthing  #1-3),Orson Scott Card,3.85,0812533313,9780812533316,eng,463,8064,299,12/15/1992,Tor Books
40870,Lurulu,Jack Vance,3.59,0312872798,9780312872793,en-US,204,276,20,2/6/2007,Tor Books
40888,The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,4.02,0312868774,9780312868772,eng,448,8,2,6/23/2001,Tor Books
40894,Ports of Call,Jack Vance,3.55,0312864744,9780312864743,eng,300,409,23,1/15/1999,Tor Books
40911,The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,4.30,0312865767,9780312865764,eng,397,653,19,8/15/1997,Tor Books
40913,The Last Castle/Nightwings (Tor Double Novel #15),Jack Vance/Robert Silverberg,3.70,0812501942,9780812501940,eng,182,43,4,12/1/1989,Tor Books
40997,Soldier of Sidon (Latro #3),Gene Wolfe,4.01,0765316641,9780765316646,eng,320,1063,60,10/31/2006,Tor Books
41541,The Prestige,Christopher Priest,3.89,0765356171,9780765356178,eng,368,441,58,10/3/2006,Tor Books
41663,They Came from Below,Blake Nelson,3.66,0765314231,9780765314239,eng,299,189,42,6/26/2007,Tor Books
42141,Glass Soup  (Vincent Ettrich  #2),Jonathan Carroll,3.88,0765311801,9780765311801,eng,320,1153,62,11/28/2006,Tor Books
42434,Sandworms of Dune (Dune Chronicles #8),Brian Herbert/Kevin J. Anderson,3.64,076531293X,9780765312938,en-US,494,8486,273,8/7/2007,Tor Books
43884,Phantom (Sword of Truth  #10),Terry Goodkind,3.99,0765305240,9780765305244,eng,587,38420,452,7/18/2006,Tor Books
43888,The Sword of Truth  Boxed Set I: Wizard's First Rule  Blood of the Fold  Stone of Tears (Sword of Truth  #1-3),Terry Goodkind,4.29,0812575601,9780812575606,en-US,2480,4196,81,11/15/1998,Tor Books
43889,Wizard's First Rule (Sword of Truth  #1),Terry Goodkind,4.13,0765346524,9780765346520,eng,836,204648,4986,4/14/2003,Tor Books
43893,Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,0765344300,9780765344304,eng,736,44561,556,6/1/2004,Tor Books
43895,Legends 2 (Legends 1  Volume 2of3),Robert Silverberg/Terry Goodkind/George R.R. Martin/Anne McCaffrey,3.88,0812575237,9780812575231,eng,379,623,20,11/1/1999,Tor Books
44574,Hart's Hope,Orson Scott Card,3.47,0812521358,9780812521351,eng,261,32,5,3/28/1992,Tor Books
45250,A Quantum Murder (Greg Mandel  #2),Peter F. Hamilton,3.97,0812555244,9780812555240,eng,375,4016,95,6/15/1998,Tor Books
45253,Mindstar Rising (Greg Mandel  #1),Peter F. Hamilton,3.92,0812590562,9780812590562,en-US,432,6192,171,5/15/1997,Tor Books
