bookID title authors average_rating isbn isbn13 language_code  num_pages ratings_count text_reviews_count publication_date publisher
3940,Supreme Power: Hyperion,J. Michael Straczynski/Dan Jurgens,3.45,0785118950,9780785118954,eng,120,232,9,7/19/2006,Marvel
7389,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,3.97,0785113797,9780785113799,eng,144,24754,859,12/6/2006,Marvel
15719,Marvel 1602,Neil Gaiman/Andy Kubert/Richard Isanove/Peter Sanderson/Todd Klein,3.94,0785123113,9780785123118,eng,248,48894,1354,8/2/2006,Marvel
16989,Spider-Man: Saga of the Sandman,Stan Lee/Roy Thomas/Tom DeFalco/Kurt Busiek/Steve Ditko/Jack Kirby/Herb Trimpe/Ross Andru,3.43,0785124977,9780785124979,eng,176,46,5,3/21/2007,Marvel
21280,Ultimate Annuals  Volume 2,Charlie Huston/Mike Carey/Brian Michael Bendis/Robert Kirkman/Mike Deodato/Ryan Sook/Stuart Immonen/Frazier Irving,3.21,0785123717,9780785123712,eng,160,105,8,2/7/2007,Marvel
21320,Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis/Mark Bagley,3.70,0785119272,9780785119272,eng,184,1474,58,9/13/2006,Marvel
21321,Ultimate Spider-Man  Volume 7,Brian Michael Bendis/Mark Bagley,4.10,078512148X,9780785121480,eng,344,272,9,10/4/2006,Marvel
22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,0785110674,9780785110675,eng,120,2113,54,11/15/2006,Marvel
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,0785108114,9780785108115,eng,144,7602,135,9/27/2006,Marvel
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,0785123261,9780785123262,eng,1096,2952,112,12/6/2006,Marvel
22392,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,0785113452,9780785113454,eng,112,1797,55,11/15/2006,Marvel
30288,Laurell K. Hamilton's Anita Blake  Vampire Hunter: Guilty Pleasures vol 1,Laurell K. Hamilton/Stacie Ritchie/Jessica Ruffner/Brett Booth,4.17,0785127232,9780785127239,eng,168,7302,250,7/18/2007,Marvel
31975,Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,078511677X,9780785116776,eng,152,10769,282,6/27/2007,Marvel
31978,Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.70,078512019X,9780785120193,eng,144,1409,28,10/4/2006,Marvel
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,0785115315,9780785115311,eng,152,24262,557,5/10/2006,Marvel
31981,Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,0785117598,9780785117599,eng,152,8900,241,2/14/2007,Marvel
32353,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,0785121943,9780785121947,eng,240,697,43,5/3/2006,Marvel
34544,X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,3.97,0785110593,9780785110590,eng,128,400,17,1/1/2003,Marvel
40451,Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,3.47,0785117687,9780785117681,eng,144,302,33,6/7/2006,Marvel
40452,Black Widow: Homecoming,Richard K. Morgan/Bill Sienkiewicz/Goran Parlov,3.79,0785114939,9780785114932,eng,144,617,43,5/11/2005,Marvel
43739,Iron Man: Extremis,Warren Ellis/Adi Granov,4.09,0785122583,9780785122586,eng,160,10792,290,2/14/2007,Marvel
