bookID title authors average_rating isbn isbn13 language_code  num_pages ratings_count text_reviews_count publication_date publisher
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,0679734996,9780679734994,eng,249,2766,64,7/2/1991,Vintage
163,The Untouchable,John Banville,3.95,0679767479,9780679767473,eng,367,2163,216,6/30/1998,Vintage
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,0679732527,9780679732525,eng,144,98,11,10/3/1990,Vintage
408,The Names,Don DeLillo,3.64,0679722955,9780679722953,eng,339,3100,212,7/17/1989,Vintage
423,Where I Was From,Joan Didion,3.86,0679752862,9780679752868,eng,240,2842,292,9/14/2004,Vintage
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,9781400034543,eng,533,397,47,10/12/2004,Vintage
931,Memoirs of a Geisha,Arthur Golden,4.11,0099498189,9780099498186,en-US,497,2122,256,12/1/2005,Vintage
933,Memoirs of a Geisha,Arthur Golden,4.11,0099771519,9780099771517,eng,497,4189,462,6/4/1998,Vintage
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,0394720245,9780394720241,eng,1344,11208,1237,7/12/1975,Vintage
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,1400032717,9781400032716,eng,226,1054308,35537,5/18/2004,Vintage
2176,Flaubert's Parrot,Julian Barnes,3.66,0679731369,9780679731368,eng,190,9373,606,11/27/1990,Vintage
2281,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,4.20,140009691X,9781400096916,eng,320,3993,217,9/13/2005,Vintage
2287,Other Voices  Other Rooms,Truman Capote,3.80,0679745645,9780679745648,eng,232,10635,656,2/1/1994,Vintage
2567,Aké: The Years of Childhood,Wole Soyinka,3.93,0679725407,9780679725404,eng,230,1284,90,10/23/1989,Vintage
2722,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,039475526X,9780394755267,eng,627,856,105,7/17/1989,Vintage
3388,Corelli's Mandolin,Louis de Bernières,3.98,067976397X,9780679763970,eng,437,62954,1791,8/29/1995,Vintage
3437,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,0099450259,9780099450252,eng,272,16588,1606,4/15/2004,Vintage
3656,The Sea,John Banville,3.51,1400097029,9781400097029,eng,195,19308,1803,8/15/2006,Vintage
3659,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,0375725237,9780375725234,eng,220,3202,278,6/12/2001,Vintage
3660,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,0679736859,9780679736851,eng,240,387,29,5/28/1996,Vintage
3661,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,0679737995,9780679737995,eng,242,583,60,10/12/1993,Vintage
3664,Shroud (The Cleave Trilogy #2),John Banville,3.66,037572530X,9780375725302,eng,257,974,81,6/8/2004,Vintage
3710,The Autograph Man,Zadie Smith,3.16,037570387X,9780375703874,eng,347,9541,576,6/17/2003,Vintage
3711,White Teeth,Zadie Smith,3.77,0375703861,9780375703867,eng,448,102370,5677,6/12/2001,Vintage
3826,The Lighthouse (Adam Dalgliesh #13),P.D. James,3.81,0307275736,9780307275738,eng,383,10651,711,10/10/2006,Vintage
