bookID title authors average_rating isbn isbn13 language_code  num_pages ratings_count text_reviews_count publication_date publisher
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан �?льбанов,4.01,067978361X,9780679783619,eng,288,1910,136,9/4/2001,Modern Library
1984,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,0375760059,9780375760051,eng,887,1235,146,7/9/2002,Modern Library
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9780679600855,eng,162,5658,699,1/13/1994,Modern Library
2443,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,0812967054,9780812967050,eng,560,8879,693,2/11/2003,Modern Library
2506,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,0812970756,9780812970753,en-US,432,80,11,7/13/2004,Modern Library
2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,0375757325,9780375757327,eng,320,209122,4131,6/12/2001,Modern Library
3341,Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky/Dalai Lama XIV,4.00,0679643354,9780679643357,eng,203,768,96,9/12/2006,Modern Library
3840,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,037575699X,9780375756993,eng,1168,393,40,4/10/2001,Modern Library
4472,A Prayer for Owen Meany,John Irving,4.23,0679642595,9780679642596,eng,641,1073,97,6/4/2002,Modern Library
5249,Ethan Frome and Summer,Edith Wharton/Elizabeth Strout,3.86,0375757287,9780375757280,eng,274,483,54,5/8/2001,Modern Library
5337,Little Dorrit,Charles Dickens/Hablot Knight Browne/David Gates,3.99,037575914X,9780375759147,eng,1347,291,33,3/12/2002,Modern Library
5693,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,0553381008,9780553381009,eng,467,27027,466,10/31/2000,Modern Library
6112,Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,4.02,0679643362,9780679643364,eng,129,888,60,7/18/2006,Modern Library
6138,The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,3.91,0375757856,9780375757853,eng,528,59709,2819,9/11/2001,Modern Library
6483,Rob Roy,Walter Scott/Lockhart Bogle,3.70,0375760601,9780375760600,eng,576,26,1,7/9/2002,Modern Library
7131,The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,4.25,037576030X,9780375760303,eng,1462,9921,586,6/11/2002,Modern Library
7197,The Knight of Maison-Rouge,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,3.89,0812969634,9780812969634,eng,448,1172,70,9/14/2004,Modern Library
7360,Midnight in the Garden of Good and Evil,John Berendt,3.92,0679643419,9780679643418,eng,388,983,79,9/27/2005,Modern Library
7848,Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,3.50,067978327X,9780679783275,eng,896,557,87,10/10/2000,Modern Library
8909,The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,0375759239,9780375759239,eng,192,196425,4549,3/12/2002,Modern Library
9484,Within a Budding Grove (In Search of Lost Time  #2),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.40,0375752196,9780375752193,eng,749,1032,162,11/3/1998,Modern Library
9820,Crossing to Safety,Wallace Stegner/Terry Tempest Williams/T.H. Watkins,4.16,037575931X,9780375759314,eng,368,31394,4262,4/9/2002,Modern Library
9920,In Cold Blood,Truman Capote/Bob Colacello,4.07,0375507906,9780375507908,eng,343,3266,332,3/5/2002,Modern Library
9922,Summer Crossing,Truman Capote,3.44,0812975936,9780812975932,eng,142,5274,428,9/28/2006,Modern Library
10806,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.10,0375759328,9780375759321,eng,234,1553,113,4/9/2002,Modern Library
10974,As I Lay Dying,William Faulkner/E.L. Doctorow,3.71,0375504524,9780375504525,eng,231,1003,101,1/25/2001,Modern Library
10982,Selected Short Stories,William Faulkner,4.09,0679424784,9780679424789,eng,320,1017,64,5/18/1993,Modern Library
